US97717W1255;AuM Fund;AuM Fund Date;AuM Share Class;AuM Share Class Date;Bid NAV;Bid NAV Date;Ask NAV;Ask NAV Date;Valuation NAV;Valuation NAV Date;Transaction NAV;Transaction NAV Date;NoS Fund Date;NoS Share Class;NoS Share Class Date;NoS Fund;FE Bid;FE Bid Date;FE Offer;FE Offer Date;FE NAV;FE NAV Date;FE Generic NAV;FE Generic NAV Date;FE AUM Fund Date;FE AUM Share Class;FE AUM Share Class Date;FE NOS Fund;FE NOS Fund Date;FE NOS Share Class;FE NOS Share Class Date;Citi Code;Fund Code;Dynamic Currency;FE AUM Fund;FE Mid;FE Mid Date;FE Total Return NAV;FE Total Return NAV Date;Amount of Shares Redeemed Fund;Amount of Shares Redeemed Share Class;Amount of Shares Subscribed Fund;Amount of Shares Subscribed Share Class;Number of Shares Redeemed Fund;Number of Shares Redeemed Share Class;Number of Shares Subscribed Fund;Number of Shares Subscribed Share Class
FR0011034495;5630396340.84;31/05/2024;964437576.99;31/05/2024;;;;;;;150.55;31/05/2024;;640.613.527.100.000;31/05/2024;;;;;;150.55;31/05/2024;150.55;31/05/2024;31/05/2024;964437576.99;31/05/2024;;;640.613.527.100.000;31/05/2024;08TT;EPFR0;USD;5630396340.84;150.55;31/05/2024;150.55;31/05/2024;;;;;;;;
FR0011030816;5630396340.84;31/05/2024;;;147.7;13/11/2019;147.7;13/11/2019;;;;;;302.717.000.000.000;13/11/2019;;147.7;13/11/2019;147.7;13/11/2019;147.7;13/11/2019;147.7;13/11/2019;31/05/2024;;;;;302.717.000.000.000;13/11/2019;08TU;EPFR0;USD;5630396340.84;;;147.7;13/11/2019;;;;;;;;
FR0011023621;130250438.02;31/05/2024;97863.45;31/05/2024;;;;;389.48;31/05/2024;;;;;;;;;;;389.48;31/05/2024;389.48;31/05/2024;31/05/2024;97863.45;31/05/2024;;;;;08VZ;MZF56;GBP;130250438.02;389.48;31/05/2024;389.48;31/05/2024;;;;;;;;
FR0011009158;2678048380.61;31/05/2024;1348715.36;31/05/2024;;;;;387.01;31/05/2024;;;;;;;;;;;387.01;31/05/2024;387.01;31/05/2024;31/05/2024;1348715.36;31/05/2024;;;;;08W0;MZF68;GBP;2678048380.61;387.01;31/05/2024;387.01;31/05/2024;;;;;;;;
FR0011008770;506259230.98;31/05/2024;5327216.22;31/05/2024;;;;;491.72;31/05/2024;;;;;;;;;;;491.72;31/05/2024;491.72;31/05/2024;31/05/2024;5327216.22;31/05/2024;;;;;08W1;M7F71;GBP;506259230.98;491.72;31/05/2024;491.72;31/05/2024;;;;;;;;
FR0011008762;130872351.47;31/05/2024;1409659.42;31/05/2024;;;;;421.64;31/05/2024;;;;;;;;;;;421.64;31/05/2024;421.64;31/05/2024;31/05/2024;1409659.42;31/05/2024;;;;;08W3;YDF68;EUR;130872351.47;421.64;31/05/2024;421.64;31/05/2024;;;;;;;;
FR0010979278;130872351.47;31/05/2024;83657.16;31/05/2024;;;;;410.08;31/05/2024;;;;;;;;;;;410.08;31/05/2024;410.08;31/05/2024;31/05/2024;83657.16;31/05/2024;;;;;08W4;YDF68;GBP;130872351.47;410.08;31/05/2024;410.08;31/05/2024;;;;;;;;
FR0010968693;247432197.97;31/05/2024;8592178.11;31/05/2024;;;;;23.09;31/05/2024;;;;98.366.009.900.000;08/04/2024;;;;;;23.09;31/05/2024;23.09;31/05/2024;31/05/2024;8592178.11;31/05/2024;;;98.366.009.900.000;08/04/2024;08W5;KQIGG;EUR;247432197.97;23.09;31/05/2024;23.09;31/05/2024;;;;;;;;
FR0010965665;96673998.19;31/05/2024;10308529474.07;31/05/2024;;;;;;;3752;31/05/2024;;274.742.700.000.000;31/05/2024;;;;;;3752;31/05/2024;3752;31/05/2024;31/05/2024;10308529474.07;31/05/2024;;;274.742.700.000.000;31/05/2024;08WL;08FWL;JPY;96673998.19;3752;31/05/2024;145.221.768;31/05/2024;;;;;;;;
FR0010965137;197081457.64;30/04/2024;19820134.56;31/05/2024;;;;;17.07;31/05/2024;;;;116.110.923.000.000;31/05/2024;;;;;;17.07;31/05/2024;17.07;31/05/2024;30/04/2024;19820134.56;31/05/2024;;;116.110.923.000.000;31/05/2024;08WM;08FWM;USD;197081457.64;17.07;31/05/2024;17.07;31/05/2024;;;;;;;;
FR0010908285;197081457.64;30/04/2024;3085189.59;31/05/2024;;;;;11.24;31/05/2024;;;;27.448.306.000.000;31/05/2024;;;;;;11.24;31/05/2024;11.24;31/05/2024;30/04/2024;3085189.59;31/05/2024;;;27.448.306.000.000;31/05/2024;08WN;08FWM;USD;197081457.64;11.24;31/05/2024;171.472;31/05/2024;;;;;;;;
FR0010849760;8508043.67;31/05/2024;1505656.76;31/05/2024;;;;;23.95;31/05/2024;;;;;;;;;;;23.95;31/05/2024;23.95;31/05/2024;31/05/2024;1505656.76;31/05/2024;;;;;08WV;08FWV;USD;8508043.67;23.95;31/05/2024;23.95;31/05/2024;;;;;;;;
FR0010793026;8508043.67;31/05/2024;2723957.90;31/05/2024;;;;;31.83;31/05/2024;;;;15.841.655.400.000;08/04/2024;;;;;;31.83;31/05/2024;31.83;31/05/2024;31/05/2024;2723957.90;31/05/2024;;;15.841.655.400.000;08/04/2024;08WW;08FWV;EUR;8508043.67;31.83;31/05/2024;31.83;31/05/2024;;;;;;;;
FR0010789321;8508043.67;31/05/2024;147740.24;31/05/2024;;;;;362.42;31/05/2024;;;;;;;;;;;362.42;31/05/2024;362.42;31/05/2024;31/05/2024;147740.24;31/05/2024;;;;;08WZ;08FWV;EUR;8508043.67;362.42;31/05/2024;362.42;31/05/2024;;;;;;;;
FR0010789313;8508043.67;31/05/2024;76428.20;31/05/2024;;;;;353.02;31/05/2024;;;;;;;;;;;353.02;31/05/2024;353.02;31/05/2024;31/05/2024;76428.20;31/05/2024;;;;;08X0;08FWV;GBP;8508043.67;353.02;31/05/2024;353.02;31/05/2024;;;;;;;;
FR0010784348;14238050653.41;30/05/2024;1371464826.26;31/05/2024;;;;;1.043.232;30/05/2024;;;;1.314.472.201.500.000;31/05/2024;;;;;;1.043.232;30/05/2024;1.043.232;30/05/2024;30/05/2024;1371464826.26;31/05/2024;;;1.314.472.201.500.000;31/05/2024;08YH;X6F01;EUR;14238050653.41;1.043.232;30/05/2024;1.043.232;30/05/2024;;;;;;;;
FR0010784330;351970000.00;30/04/2024;18955.51;29/05/2024;;;;;56.73;29/05/2024;;;;33.415.000.000;29/05/2024;;;;;;56.73;29/05/2024;56.73;29/05/2024;30/04/2024;18955.51;29/05/2024;;;33.415.000.000;29/05/2024;08YM;BVFY9;GBP;351970000.00;56.73;29/05/2024;56.73;29/05/2024;;;;;;;;
FR0010773614;369698019.56;30/04/2024;;;;;;;15.95;31/05/2024;;;;;;;;;;;15.95;31/05/2024;15.95;31/05/2024;30/04/2024;;;;;;;08YP;A1F5T;GBP;369698019.56;15.95;31/05/2024;15.95;31/05/2024;;;;;;;;
FR0010773598;905801915.04;30/04/2024;199443563.67;31/05/2024;;;;;23.81;31/05/2024;;;;212.762.564.000.000;31/05/2024;;;;;;23.81;31/05/2024;23.81;31/05/2024;30/04/2024;199443563.67;31/05/2024;;;212.762.564.000.000;31/05/2024;08ZG;M1FD3;PLN;905801915.04;23.81;31/05/2024;23.81;31/05/2024;;;;;;;;
FR0010699736;5521089268.74;30/05/2024;4272951692.26;30/05/2024;;;;;1.536.809;30/05/2024;;;;2.780.404.500.000.000;30/05/2024;;;;;;1.536.809;30/05/2024;1.536.809;30/05/2024;30/05/2024;4272951692.26;30/05/2024;;;2.780.404.500.000.000;30/05/2024;090T;09F0T;USD;5521089268.74;1.536.809;30/05/2024;1.902.878;30/05/2024;;;;;;;;
FR0010584474;1023551352.40;30/05/2024;986201446.95;30/05/2024;;;;;745.805;30/05/2024;;;;1.322.331.900.000.000;30/05/2024;;;;;;745.805;30/05/2024;745.805;30/05/2024;30/05/2024;986201446.95;30/05/2024;;;1.322.331.900.000.000;30/05/2024;090V;09F0V;USD;1023551352.40;745.805;30/05/2024;991.206;30/05/2024;;;;;;;;
FR0010513523;1906985510.42;30/05/2024;329135961.39;30/05/2024;;;;;13.307;30/05/2024;;;;2.473.411.464.000.000;30/05/2024;;;;;;13.307;30/05/2024;13.307;30/05/2024;30/05/2024;329135961.39;30/05/2024;;;2.473.411.464.000.000;30/05/2024;092A;07FON;EUR;1906985510.42;13.307;30/05/2024;13.307;30/05/2024;;;;;;;;
FR0010471136;1906985510.42;30/05/2024;18053802.37;30/05/2024;;;;;8.193;30/05/2024;;;;220.357.606.300.000;30/05/2024;;;;;;8.193;30/05/2024;8.193;30/05/2024;30/05/2024;18053802.37;30/05/2024;;;220.357.606.300.000;30/05/2024;092B;07FON;EUR;1906985510.42;8.193;30/05/2024;122.897;30/05/2024;;;;;;;;
FR0010459693;21457223.52;30/05/2024;18130513.90;30/05/2024;;;;;402.88;30/05/2024;;;;4.500.181.700.000;30/05/2024;;;;;;402.88;30/05/2024;402.88;30/05/2024;30/05/2024;18130513.90;30/05/2024;;;4.500.181.700.000;30/05/2024;092R;09F2R;EUR;21457223.52;402.88;30/05/2024;402.88;30/05/2024;;;;;;;;
FR0010413997;1772800.04;30/05/2024;1772800.04;30/05/2024;;;;;39.11;30/05/2024;;;;4.532.822.900.000;30/05/2024;;;;;;39.11;30/05/2024;39.11;30/05/2024;30/05/2024;1772800.04;30/05/2024;;;4.532.822.900.000;30/05/2024;092W;09F2W;EUR;1772800.04;39.11;30/05/2024;39.11;30/05/2024;;;;;;;;
FR0010323303;28995515.88;30/05/2024;17924634.55;30/05/2024;;;;;138.01;30/05/2024;;;;12.987.700.000.000;30/05/2024;;;;;;138.01;30/05/2024;138.01;30/05/2024;30/05/2024;17924634.55;30/05/2024;;;12.987.700.000.000;30/05/2024;092Y;09F2Y;EUR;28995515.88;138.01;30/05/2024;138.01;30/05/2024;;;;;;;;
FR0010258731;151920000.00;30/04/2024;31780236.98;30/05/2024;;;;;175.49;30/05/2024;;;;18.109.823.300.000;30/05/2024;;;;;;175.49;30/05/2024;175.49;30/05/2024;30/04/2024;31780236.98;30/05/2024;;;18.109.823.300.000;30/05/2024;098Z;BQCAGD;USD;151920000.00;175.49;30/05/2024;175.49;30/05/2024;;;;;;;;
FR0010251108;5092458368.55;31/05/2024;;;159.57;13/11/2019;159.57;13/11/2019;;;;;;355.900.000.000;13/11/2019;;159.57;13/11/2019;159.57;13/11/2019;159.57;13/11/2019;159.57;13/11/2019;31/05/2024;;;;;355.900.000.000;13/11/2019;09DR;AHFG0;GBP;5092458368.55;;;1.683.249;13/11/2019;;;;;;;;
FR0010247783;5092458368.55;31/05/2024;1336117.34;31/05/2024;;;;;315.01;31/05/2024;;;;424.145.000.000;31/05/2024;;;;;;315.01;31/05/2024;315.01;31/05/2024;31/05/2024;1336117.34;31/05/2024;;;424.145.000.000;31/05/2024;09DS;AHFG0;GBP;5092458368.55;315.01;31/05/2024;3.323.527;31/05/2024;;;;;;;;
FR0010234351;176301281.36;30/04/2024;;;;;;;12.508;31/05/2024;;;;;;;;;;;12.508;31/05/2024;12.508;31/05/2024;30/04/2024;;;;;;;09EV;KKFX8;USD;176301281.36;12.508;31/05/2024;12.508;31/05/2024;;;;;;;;
FR0010230474;247032169.92;30/05/2024;;;;;;;97.41;01/10/2015;;;;;;;;;;;97.41;01/10/2015;97.41;01/10/2015;30/05/2024;;;;;;;09EW;FJF50;EUR;247032169.92;97.41;01/10/2015;97.41;01/10/2015;;;;;;;;
FR0010172767;247032169.92;30/05/2024;20774730.02;30/05/2024;;;;;145.58;30/05/2024;;;;14.270.746.700.000;30/05/2024;;;;;;145.58;30/05/2024;145.58;30/05/2024;30/05/2024;20774730.02;30/05/2024;;;14.270.746.700.000;30/05/2024;09EX;FJF50;USD;247032169.92;145.58;30/05/2024;145.58;30/05/2024;;;;;;;;
FR0010109165;2162319556.32;30/05/2024;17148549.37;30/05/2024;;;;;98.222;30/05/2024;;;;174.589.239.700.000;30/05/2024;;;;;;98.222;30/05/2024;98.222;30/05/2024;30/05/2024;17148549.37;30/05/2024;;;174.589.239.700.000;30/05/2024;09G6;EIFX0;USD;2162319556.32;98.222;30/05/2024;199.577;30/05/2024;;;;;;;;
FR0007475843;52658958.56;29/05/2024;52658958.56;29/05/2024;165.78;29/05/2024;165.78;29/05/2024;;;;;;31.764.100.000.000;29/05/2024;;165.78;29/05/2024;165.78;29/05/2024;165.78;29/05/2024;165.78;29/05/2024;29/05/2024;52658958.56;29/05/2024;;;31.764.100.000.000;29/05/2024;09I9;09FI9;EUR;52658958.56;;;1.945.892;29/05/2024;;;;;;;;
FR0007470984;67813556.23;29/05/2024;62099184.15;29/05/2024;207.85;29/05/2024;207.85;29/05/2024;;;;;;29.877.500.000.000;29/05/2024;;207.85;29/05/2024;207.85;29/05/2024;207.85;29/05/2024;207.85;29/05/2024;29/05/2024;62099184.15;29/05/2024;;;29.877.500.000.000;29/05/2024;09IA;09FIA;EUR;67813556.23;;;2.604.916;29/05/2024;;;;;;;;
FR0007442496;23905623.56;29/05/2024;23905623.56;29/05/2024;119.89;29/05/2024;119.89;29/05/2024;;;;;;19.939.700.000.000;29/05/2024;;119.89;29/05/2024;119.89;29/05/2024;119.89;29/05/2024;119.89;29/05/2024;29/05/2024;23905623.56;29/05/2024;;;19.939.700.000.000;29/05/2024;09IB;09FIB;EUR;23905623.56;;;1.397.446;29/05/2024;;;;;;;;
FR0007387071;58621723.64;29/05/2024;58621723.64;29/05/2024;369.92;29/05/2024;388.42;29/05/2024;;;;;;15.847.000.000.000;29/05/2024;;369.92;29/05/2024;388.42;29/05/2024;369.92;29/05/2024;369.92;29/05/2024;29/05/2024;58621723.64;29/05/2024;;;15.847.000.000.000;29/05/2024;09II;09FII;EUR;58621723.64;;;3.742.719;29/05/2024;;;;;;;;
FR0007075155;249258097.59;30/05/2024;41222359.81;30/05/2024;;;;;136.39;30/05/2024;;;;30.224.000.000.000;30/05/2024;;;;;;136.39;30/05/2024;136.39;30/05/2024;30/05/2024;41222359.81;30/05/2024;;;30.224.000.000.000;30/05/2024;09K9;F0FJW;USD;249258097.59;136.39;30/05/2024;136.39;30/05/2024;;;;;;;;
FR0007028907;249258097.59;30/05/2024;13492031.01;30/05/2024;;;;;145.55;30/05/2024;;;;9.269.600.000.000;30/05/2024;;;;;;145.55;30/05/2024;145.55;30/05/2024;30/05/2024;13492031.01;30/05/2024;;;9.269.600.000.000;30/05/2024;09KA;F0FJW;USD;249258097.59;145.55;30/05/2024;145.55;30/05/2024;;;;;;;;
FR0007027404;249258097.59;30/05/2024;6657165.55;30/05/2024;;;;;103.3;30/05/2024;;;;6.444.400.000.000;30/05/2024;;;;;;103.3;30/05/2024;103.3;30/05/2024;30/05/2024;6657165.55;30/05/2024;;;6.444.400.000.000;30/05/2024;09KB;F0FJW;CHF;249258097.59;103.3;30/05/2024;103.3;30/05/2024;;;;;;;;
FR0007020946;249258097.59;30/05/2024;10595486.57;30/05/2024;;;;;111.46;30/05/2024;;;;9.505.700.000.000;30/05/2024;;;;;;111.46;30/05/2024;111.46;30/05/2024;30/05/2024;10595486.57;30/05/2024;;;9.505.700.000.000;30/05/2024;09KC;F0FJW;EUR;249258097.59;111.46;30/05/2024;111.46;30/05/2024;;;;;;;;
FR0007001581;249258097.59;30/05/2024;2430716.09;30/05/2024;;;;;110.48;30/05/2024;;;;2.200.100.000.000;30/05/2024;;;;;;110.48;30/05/2024;110.48;30/05/2024;30/05/2024;2430716.09;30/05/2024;;;2.200.100.000.000;30/05/2024;09KD;F0FJW;CHF;249258097.59;110.48;30/05/2024;110.48;30/05/2024;;;;;;;;
FR0000992000;249258097.59;30/05/2024;5405898.47;30/05/2024;;;;;119.07;30/05/2024;;;;4.539.900.000.000;30/05/2024;;;;;;119.07;30/05/2024;119.07;30/05/2024;30/05/2024;5405898.47;30/05/2024;;;4.539.900.000.000;30/05/2024;09KE;F0FJW;EUR;249258097.59;119.07;30/05/2024;119.07;30/05/2024;;;;;;;;
FR0000986531;486400000.00;31/03/2024;92048457.33;30/05/2024;;;;;178.2;30/05/2024;;;;51.653.200.000.000;30/05/2024;;;;;;178.2;30/05/2024;178.2;30/05/2024;31/03/2024;92048457.33;30/05/2024;;;51.653.200.000.000;30/05/2024;09MC;09FMC;EUR;486400000.00;178.2;30/05/2024;178.2;30/05/2024;;;;;;;;
FR0000981458;486400000.00;31/03/2024;53966981.73;30/05/2024;;;;;161.25;30/05/2024;;;;33.468.400.000.000;30/05/2024;;;;;;161.25;30/05/2024;161.25;30/05/2024;31/03/2024;53966981.73;30/05/2024;;;33.468.400.000.000;30/05/2024;09MD;09FMC;EUR;486400000.00;161.25;30/05/2024;161.25;30/05/2024;;;;;;;;
FR0000444325;391006989.00;30/05/2024;;;;;;;601.549;30/05/2024;;;;670.000.000.000.000;08/04/2024;;;;;;601.549;30/05/2024;601.549;30/05/2024;30/05/2024;;;;;670.000.000.000.000;08/04/2024;09MH;09FMH;USD;391006989.00;601.549;30/05/2024;840.699;30/05/2024;;;;;;;;
FR0000435505;12310294.52;30/05/2024;1171391.59;30/05/2024;;;;;291.41;30/05/2024;;;;401.979.730.000;30/05/2024;;;;;;291.41;30/05/2024;291.41;30/05/2024;30/05/2024;1171391.59;30/05/2024;;;401.979.730.000;30/05/2024;09NA;09FNA;EUR;12310294.52;291.41;30/05/2024;291.41;30/05/2024;;;;;;;;
FR0000400434;12310294.52;30/05/2024;2926752.85;30/05/2024;;;;;377.67;30/05/2024;;;;774.942.380.000;30/05/2024;;;;;;377.67;30/05/2024;377.67;30/05/2024;30/05/2024;2926752.85;30/05/2024;;;774.942.380.000;30/05/2024;09NB;09FNA;USD;12310294.52;377.67;30/05/2024;377.67;30/05/2024;;;;;;;;
DE000A1JGBX4;125683805.53;30/05/2024;25991824.49;30/05/2024;;;;;81.73;30/05/2024;;;;31.801.600.000.000;30/05/2024;;;;;;81.73;30/05/2024;81.73;30/05/2024;30/05/2024;25991824.49;30/05/2024;;;31.801.600.000.000;30/05/2024;09OH;F7FD6;EUR;125683805.53;81.73;30/05/2024;878.143;30/05/2024;;;;;;;;
DE000A1JGB21;868117219.53;30/05/2024;;;;;;;169.93;14/05/2013;;;;;;;;;;;169.93;14/05/2013;169.93;14/05/2013;30/05/2024;;;;;;;09OZ;F0F05;USD;868117219.53;169.93;14/05/2013;169.93;14/05/2013;;;;;;;;
DE000A1JGB13;151789050.28;31/05/2024;51916261.73;31/05/2024;;;;;149.33;31/05/2024;;;;3.476.612.176.000.000;31/05/2024;;;;;;149.33;31/05/2024;149.33;31/05/2024;31/05/2024;51916261.73;31/05/2024;;;3.476.612.176.000.000;31/05/2024;09PM;RWEO;GBP;151789050.28;149.33;31/05/2024;149.33;31/05/2024;;;;;;;;
DE000A1JGB05;151789050.28;31/05/2024;35018257.56;31/05/2024;;;;;77.58;31/05/2024;;;;4.513.923.457.000.000;31/05/2024;;;;;;77.58;31/05/2024;77.58;31/05/2024;31/05/2024;35018257.56;31/05/2024;;;4.513.923.457.000.000;31/05/2024;09PN;RWEO;GBP;151789050.28;77.58;31/05/2024;1.172.368;31/05/2024;;;;;;;;
DE0009797480;269103015.67;31/05/2024;145450004.53;31/05/2024;;;;;115.47;31/05/2024;;;;12.570.258.739.000.000;31/05/2024;;;;;;115.47;31/05/2024;115.47;31/05/2024;31/05/2024;145450004.53;31/05/2024;;;12.570.258.739.000.000;31/05/2024;09PP;ZYF98;GBP;269103015.67;115.47;31/05/2024;115.47;31/05/2024;;;;;;;;
CH0131872431;269103015.67;31/05/2024;42120613.72;31/05/2024;;;;;54.39;31/05/2024;;;;7.727.564.887.000.000;31/05/2024;;;;;;54.39;31/05/2024;54.39;31/05/2024;31/05/2024;42120613.72;31/05/2024;;;7.727.564.887.000.000;31/05/2024;09PQ;ZYF98;GBP;269103015.67;54.39;31/05/2024;791.176;31/05/2024;;;;;;;;
CH0130595124;438535223.14;31/05/2024;81072350.57;31/05/2024;;;;;982.03;31/05/2024;;;;825.558.272.000.000;31/05/2024;;;;;;982.03;31/05/2024;982.03;31/05/2024;31/05/2024;81072350.57;31/05/2024;;;825.558.272.000.000;31/05/2024;09PR;JUF02;GBP;438535223.14;982.03;31/05/2024;10.991.929;31/05/2024;;;;;;;;
CH0127073879;1412903100.96;31/05/2024;62672549.17;31/05/2024;;;;;1010.03;31/05/2024;;;;620.499.397.000.000;31/05/2024;;;;;;1010.03;31/05/2024;1010.03;31/05/2024;31/05/2024;62672549.17;31/05/2024;;;620.499.397.000.000;31/05/2024;09PU;JUI;GBP;1412903100.96;1010.03;31/05/2024;2.607.308;31/05/2024;;;;;;;;
CH0126480398;1412903100.96;31/05/2024;292188155.53;31/05/2024;;;;;612.09;31/05/2024;;;;4.773.587.602.000.000;31/05/2024;;;;;;612.09;31/05/2024;612.09;31/05/2024;31/05/2024;292188155.53;31/05/2024;;;4.773.587.602.000.000;31/05/2024;09PV;JUI;GBP;1412903100.96;612.09;31/05/2024;10.090.435;31/05/2024;;;;;;;;
CH0126480380;1999082842.16;31/05/2024;1535568321.41;31/05/2024;;;;;274.29;31/05/2024;;;;55.904.984.310.000.000;31/05/2024;;;;;;274.29;31/05/2024;274.29;31/05/2024;31/05/2024;1535568321.41;31/05/2024;;;55.904.984.310.000.000;31/05/2024;09PW;JUF35;GBP;1999082842.16;274.29;31/05/2024;274.29;31/05/2024;;;;;;;;
CH0125122173;204070000.00;30/05/2024;;;;;;;11.15;30/05/2024;;;;;;;;;;;11.15;30/05/2024;11.15;30/05/2024;30/05/2024;;;;;;;ABRTJ;ADF3R4;USD;204070000.00;11.15;30/05/2024;113.113;30/05/2024;;;;;;;;
CH0125122009;4531170589.39;31/05/2024;;;;;;;;;;;;;;;;;;;;;;;31/05/2024;;;;;;;ABRVC;HEGTG;GBP;4531170589.39;;;;;;;;;;;;
CH0125121183;3654000000.00;30/04/2024;;;;;;;23.82;29/05/2024;;;;;;;;;;;23.82;29/05/2024;23.82;29/05/2024;30/04/2024;;;;;;;ABRXB;AEFYNF;USD;3654000000.00;23.82;29/05/2024;243.786;29/05/2024;;;;;;;;
CH0125121043;81149779.91;31/05/2024;;;;;;;;;;;;;;;;;;;;;;;31/05/2024;;;;;;;ABRYP;C3FQF;EUR;81149779.91;;;;;;;;;;;;
CH0114292540;151789050.28;31/05/2024;3710174.83;31/05/2024;;;;;112.09;31/05/2024;;;;330.986.925.000.000;31/05/2024;;;;;;112.09;31/05/2024;112.09;31/05/2024;31/05/2024;3710174.83;31/05/2024;;;330.986.925.000.000;31/05/2024;ABRZX;RWEO;GBP;151789050.28;112.09;31/05/2024;112.09;31/05/2024;;;;;;;;
CH0114292532;6545576577.17;30/04/2024;121038479.51;31/05/2024;;;;;14.29;31/05/2024;;;;847.015.252.000.000;31/05/2024;;;;;;14.29;31/05/2024;14.29;31/05/2024;30/04/2024;121038479.51;31/05/2024;;;847.015.252.000.000;31/05/2024;ABS1;ABFR2;USD;6545576577.17;14.29;31/05/2024;14.29;31/05/2024;;;;;;;;
CH0112537557;1300000000.00;30/04/2024;;;;;;;14.94;29/05/2024;;;;;;;;;;;14.94;29/05/2024;14.94;29/05/2024;30/04/2024;;;;;;;ABS1S;AZFV9T;USD;1300000000.00;14.94;29/05/2024;14.94;29/05/2024;;;;;;;;
CH0112537516;6545576577.17;30/04/2024;131058309.50;31/05/2024;;;;;8.97;31/05/2024;;;;1.586.140.894.000.000;31/05/2024;;;;;;8.97;31/05/2024;8.97;31/05/2024;30/04/2024;131058309.50;31/05/2024;;;1.586.140.894.000.000;31/05/2024;ABS2;ABFR2;EUR;6545576577.17;8.97;31/05/2024;8.97;31/05/2024;;;;;;;;
CH0047710147;1594162918.15;30/05/2024;86731459.23;30/05/2024;;;;;119.07;30/05/2024;;;;;;;;;;;119.07;30/05/2024;119.07;30/05/2024;30/05/2024;86731459.23;30/05/2024;;;;;ABS3G;WFFHB;EUR;1594162918.15;119.07;30/05/2024;119.07;30/05/2024;;;;;;;;
AU60MAQ06518;6545576577.17;30/04/2024;4455182.47;31/05/2024;;;;;6.16;31/05/2024;;;;78.515.324.000.000;31/05/2024;;;;;;6.16;31/05/2024;6.16;31/05/2024;30/04/2024;4455182.47;31/05/2024;;;78.515.324.000.000;31/05/2024;ABS4;ABFR2;EUR;6545576577.17;6.16;31/05/2024;99.467;31/05/2024;;;;;;;;
AU60FRT00109;6545576577.17;30/04/2024;95243730.89;31/05/2024;;;;;10.61;31/05/2024;;;;974.519.781.000.000;31/05/2024;;;;;;10.61;31/05/2024;10.61;31/05/2024;30/04/2024;95243730.89;31/05/2024;;;974.519.781.000.000;31/05/2024;ABS7;ABFR2;EUR;6545576577.17;10.61;31/05/2024;10.61;31/05/2024;;;;;;;;
AU60FRT00091;6545576577.17;30/04/2024;45473752.04;31/05/2024;;;;;12.6;31/05/2024;;;;360.902.794.000.000;31/05/2024;;;;;;12.6;31/05/2024;12.6;31/05/2024;30/04/2024;45473752.04;31/05/2024;;;360.902.794.000.000;31/05/2024;ABS8;ABFR2;USD;6545576577.17;12.6;31/05/2024;12.6;31/05/2024;;;;;;;;
AU60BGL01098;9800000.00;18/10/2023;;;;;;;11.95;30/05/2024;;;;;;;;;;;11.95;30/05/2024;11.95;30/05/2024;18/10/2023;;;;;;;ABSBE;AEFU3E;USD;9800000.00;11.95;30/05/2024;120.499;30/05/2024;;;;;;;;
AU60BGL01080;678300000.00;18/10/2023;;;;;;;15.71;30/05/2024;;;;;;;;;;;15.71;30/05/2024;15.71;30/05/2024;18/10/2023;;;;;;;ABSFO;AUFI1R;USD;678300000.00;15.71;30/05/2024;15.71;30/05/2024;;;;;;;;
AU60BGL01064;106496352.87;30/05/2024;31367.78;30/05/2024;;;;;125.47;30/05/2024;;;;25.000.000.000;30/05/2024;;;;;;125.47;30/05/2024;125.47;30/05/2024;30/05/2024;31367.78;30/05/2024;;;25.000.000.000;30/05/2024;ABSJC;EZFGJ;EUR;106496352.87;125.47;30/05/2024;125.47;30/05/2024;;;;;;;;
AU60BGL01056;1165200000.00;30/04/2024;;;;;;;28.47;29/05/2024;;;;;;;;;;;28.47;29/05/2024;28.47;29/05/2024;30/04/2024;;;;;;;ABSRX;AXF5AV;USD;1165200000.00;28.47;29/05/2024;28.47;29/05/2024;;;;;;;;
AU60BGL01049;286000000.00;30/04/2024;;;;;;;16.04;30/05/2024;;;;;;;;;;;16.04;30/05/2024;16.04;30/05/2024;30/04/2024;;;;;;;ABT0E;AVFWI7;USD;286000000.00;16.04;30/05/2024;162.457;30/05/2024;;;;;;;;
AU60BGL00629;727000000.00;30/04/2024;;;;;;;7.39;29/05/2024;;;;;;;;;;;7.39;29/05/2024;7.39;29/05/2024;30/04/2024;;;;;;;ABT0W;ALFNH0;USD;727000000.00;7.39;29/05/2024;74.341;29/05/2024;;;;;;;;
AU60BGL00603;152133747.58;30/05/2024;152133747.58;30/05/2024;;;;;1.172.062;30/05/2024;;;;129.800.101.980.000;30/05/2024;;;;;;1.172.062;30/05/2024;1.172.062;30/05/2024;30/05/2024;152133747.58;30/05/2024;;;129.800.101.980.000;30/05/2024;ABT3C;ASFMXG;EUR;152133747.58;1.172.062;30/05/2024;1.172.062;30/05/2024;;;;;;;;
AU60BGL00538;6545576577.17;30/04/2024;4696983.98;31/05/2024;;;;;9.84;31/05/2024;;;;47.733.577.000.000;31/05/2024;;;;;;9.84;31/05/2024;9.84;31/05/2024;30/04/2024;4696983.98;31/05/2024;;;47.733.577.000.000;31/05/2024;ABT6;ABFR2;USD;6545576577.17;9.84;31/05/2024;121.112;31/05/2024;;;;;;;;
