US97717W1255;AuM Fund;AuM Fund Date;AuM Share Class;AuM Share Class Date;Bid NAV;Bid NAV Date;Ask NAV;Ask NAV Date;Valuation NAV;Valuation NAV Date;Transaction NAV;Transaction NAV Date;NoS Fund Date;NoS Share Class;NoS Share Class Date;NoS Fund;FE Bid;FE Bid Date;FE Offer;FE Offer Date;FE NAV;FE NAV Date;FE Generic NAV;FE Generic NAV Date;FE AUM Fund Date;FE AUM Share Class;FE AUM Share Class Date;FE NOS Fund;FE NOS Fund Date;FE NOS Share Class;FE NOS Share Class Date;Citi Code;Fund Code;Dynamic Currency;FE AUM Fund;FE Mid;FE Mid Date;FE Total Return NAV;FE Total Return NAV Date;Amount of Shares Redeemed Fund;Amount of Shares Redeemed Share Class;Amount of Shares Subscribed Fund;Amount of Shares Subscribed Share Class;Number of Shares Redeemed Fund;Number of Shares Redeemed Share Class;Number of Shares Subscribed Fund;Number of Shares Subscribed Share Class
LU0399928414;41176001.17;31/05/2024;;;;;;;35.236;31/05/2024;;;;10.427.900.000.000;31/05/2024;;;;;;35.236;31/05/2024;35.236;31/05/2024;31/05/2024;;;;;10.427.900.000.000;31/05/2024;05RK;MOFD0;USD;41176001.17;35.236;31/05/2024;74.515;31/05/2024;;;;;;;;
LU0399641637;5182589437.22;31/05/2024;700899.38;31/05/2024;;;;;569.837;31/05/2024;;;31/05/2024;1.230.000.000.000;31/05/2024;39.699.690.004.400.000;;;;;569.837;31/05/2024;569.837;31/05/2024;31/05/2024;700899.38;31/05/2024;39.699.690.004.400.000;31/05/2024;1.230.000.000.000;31/05/2024;05SL;VPGERM;PLN;5182589437.22;569.837;31/05/2024;569.837;31/05/2024;;;;;;;;
LU0399635829;242965604.37;31/05/2024;40637.69;31/05/2024;;;;;4.183.975;31/05/2024;;;31/05/2024;9.712.700.000;31/05/2024;248.159.252.500.000;;;;;4.183.975;31/05/2024;4.183.975;31/05/2024;31/05/2024;40637.69;31/05/2024;248.159.252.500.000;31/05/2024;9.712.700.000;31/05/2024;05SM;N6FZ9;PLN;242965604.37;4.183.975;31/05/2024;4.183.975;31/05/2024;;;;;;;;
LU0396332305;429065896.03;31/05/2024;517210.37;31/05/2024;;;;;644.231;31/05/2024;;;31/05/2024;802.834.200.000;31/05/2024;2.442.342.797.000.000;;;;;644.231;31/05/2024;644.231;31/05/2024;31/05/2024;517210.37;31/05/2024;2.442.342.797.000.000;31/05/2024;802.834.200.000;31/05/2024;05SN;DGFZ9;PLN;429065896.03;644.231;31/05/2024;644.231;31/05/2024;;;;;;;;
LU0396332131;105955851.49;30/04/2024;;;14.291;30/05/2024;14.334;30/05/2024;14.313;30/05/2024;;;;;;;14.291;30/05/2024;14.334;30/05/2024;14.291;30/05/2024;14.291;30/05/2024;30/04/2024;;;;;;;05UJ;05FUJ;AUD;105955851.49;;;76.385;30/05/2024;;;;;;;;
LU0389812776;130013498.23;30/04/2024;;;11.537;30/05/2024;11.554;30/05/2024;11.545;30/05/2024;;;;;;;11.537;30/05/2024;11.554;30/05/2024;11.537;30/05/2024;11.537;30/05/2024;30/04/2024;;;;;;;05UK;05FUK;AUD;130013498.23;;;33.305;30/05/2024;;;;;;;;
LU0387613580;658102665.86;30/04/2024;;;14.473;30/05/2024;14.499;30/05/2024;14.486;30/05/2024;;;;;;;14.473;30/05/2024;14.499;30/05/2024;14.473;30/05/2024;14.473;30/05/2024;30/04/2024;;;;;;;05UL;05FUL;AUD;658102665.86;;;50.809;30/05/2024;;;;;;;;
LU0370310038;11569079325.89;30/04/2024;;;11.975;30/05/2024;11.986;30/05/2024;11.979;30/05/2024;;;;;;;11.975;30/05/2024;11.986;30/05/2024;11.975;30/05/2024;11.975;30/05/2024;30/04/2024;;;;;;;05UN;05FUN;AUD;11569079325.89;;;40.781;30/05/2024;;;;;;;;
LU0360961956;3121621398.27;30/04/2024;;;0.9945;30/05/2024;0.9955;30/05/2024;0.995;30/05/2024;;;;;;;0.9945;30/05/2024;0.9955;30/05/2024;0.9945;30/05/2024;0.9945;30/05/2024;30/04/2024;;;;;;;05UO;05FUO;AUD;3121621398.27;;;47.443;30/05/2024;;;;;;;;
LU0357317923;279085702.97;30/04/2024;;;19.118;30/05/2024;19.183;30/05/2024;1.915;30/05/2024;;;;;;;19.118;30/05/2024;19.183;30/05/2024;19.118;30/05/2024;19.118;30/05/2024;30/04/2024;;;;;;;05UP;05FUP;AUD;279085702.97;;;42.998;30/05/2024;;;;;;;;
LU0357317337;7079054671.69;30/04/2024;;;1.47;30/05/2024;14.712;30/05/2024;14.706;30/05/2024;;;;;;;1.47;30/05/2024;14.712;30/05/2024;1.47;30/05/2024;1.47;30/05/2024;30/04/2024;;;;;;;05UQ;05FUQ;AUD;7079054671.69;;;75.566;30/05/2024;;;;;;;;
LU0357316362;271933131.98;31/01/2021;;;0.6379;30/05/2024;0.6386;30/05/2024;0.6381;30/05/2024;;;;;;;0.6379;30/05/2024;0.6386;30/05/2024;0.6379;30/05/2024;0.6379;30/05/2024;31/01/2021;;;;;;;05UR;05FFUR;AUD;271933131.98;;;56.811;30/05/2024;;;;;;;;
LU0357316107;4444316950.30;30/04/2024;;;0.9183;30/05/2024;0.9192;30/05/2024;0.9188;30/05/2024;;;;;;;0.9183;30/05/2024;0.9192;30/05/2024;0.9183;30/05/2024;0.9183;30/05/2024;30/04/2024;;;;;;;05US;05FUS;AUD;4444316950.30;;;25.219;30/05/2024;;;;;;;;
LU0357315554;84566350.52;30/04/2024;;;37.626;30/05/2024;37.762;30/05/2024;37.694;30/05/2024;;;;;;;37.626;30/05/2024;37.762;30/05/2024;37.626;30/05/2024;37.626;30/05/2024;30/04/2024;;;;;;;05UT;05FFUT;AUD;84566350.52;;;77.278;30/05/2024;;;;;;;;
LU0357313427;1100000000.00;24/05/2024;;;;;;;18.18;31/05/2024;;;;;;;;;;;18.18;31/05/2024;18.18;31/05/2024;24/05/2024;;;;;;;05X8;05FX8;USD;1100000000.00;18.18;31/05/2024;292.874;31/05/2024;;;;;;;;
LU0356219112;5196367.79;29/05/2024;2854442.59;30/05/2024;;;;;117.04;29/05/2024;;;;2.424.879.390.000;30/05/2024;;;;;;117.04;29/05/2024;117.04;29/05/2024;29/05/2024;2854442.59;30/05/2024;;;2.424.879.390.000;30/05/2024;05XE;05FXE;EUR;5196367.79;117.04;29/05/2024;117.04;29/05/2024;;;;;;;;
LU0356219039;5196367.79;29/05/2024;2371914.44;30/05/2024;;;;;1227.04;29/05/2024;;;;192.192.180.000;30/05/2024;;;;;;1227.04;29/05/2024;1227.04;29/05/2024;29/05/2024;2371914.44;30/05/2024;;;192.192.180.000;30/05/2024;05XF;05FXE;EUR;5196367.79;1227.04;29/05/2024;1227.04;29/05/2024;;;;;;;;
LU0356218817;40178982.93;29/05/2024;4497672.00;30/05/2024;;;;;169.034;30/05/2024;;;;26.608.027.000.000;30/05/2024;;;;;;169.034;30/05/2024;169.034;30/05/2024;29/05/2024;4497672.00;30/05/2024;;;26.608.027.000.000;30/05/2024;05XJ;05FXJ;USD;40178982.93;169.034;30/05/2024;169.034;30/05/2024;;;;;;;;
LU0356218734;81547781.26;30/05/2024;81547781.26;30/05/2024;;;;;155.83;30/05/2024;;;;52.330.100.000.000;30/05/2024;;;;;;155.83;30/05/2024;155.83;30/05/2024;30/05/2024;81547781.26;30/05/2024;;;52.330.100.000.000;30/05/2024;05XY;05FXY;EUR;81547781.26;155.83;30/05/2024;155.83;30/05/2024;;;;;;;;
LU0356218148;29924337.07;30/05/2024;29924154.96;30/05/2024;;;;;151.76;30/05/2024;;;;19.717.640.270.000;30/05/2024;;;;;;151.76;30/05/2024;151.76;30/05/2024;30/05/2024;29924154.96;30/05/2024;;;19.717.640.270.000;30/05/2024;05XZ;05FXZ;EUR;29924337.07;151.76;30/05/2024;151.76;30/05/2024;;;;;;;;
LU0356218064;29924337.07;30/05/2024;182.11;30/05/2024;;;;;182.05;30/05/2024;;;;100.030.000;30/05/2024;;;;;;182.05;30/05/2024;182.05;30/05/2024;30/05/2024;182.11;30/05/2024;;;100.030.000;30/05/2024;05Y0;05FXZ;EUR;29924337.07;182.05;30/05/2024;182.05;30/05/2024;;;;;;;;
LU0356217686;105692993.30;31/05/2024;99163927.18;31/05/2024;;;;;108.61;31/05/2024;;;;91.298.575.200.000;31/05/2024;;;;;;108.61;31/05/2024;108.61;31/05/2024;31/05/2024;99163927.18;31/05/2024;;;91.298.575.200.000;31/05/2024;05YE;AHFZWD;EUR;105692993.30;108.61;31/05/2024;108.61;31/05/2024;;;;;;;;
LU0356217413;105692993.30;31/05/2024;6529066.12;31/05/2024;;;;;96.07;31/05/2024;;;;6.796.200.000.000;31/05/2024;;;;;;96.07;31/05/2024;96.07;31/05/2024;31/05/2024;6529066.12;31/05/2024;;;6.796.200.000.000;31/05/2024;05YF;AHFZWD;EUR;105692993.30;96.07;31/05/2024;96.07;31/05/2024;;;;;;;;
LU0352153018;566066272.00;30/05/2024;54848.00;30/05/2024;;;;;193.8;30/05/2024;;;;2.830.000.000.000;30/05/2024;;;;;;193.8;30/05/2024;193.8;30/05/2024;30/05/2024;54848.00;30/05/2024;;;2.830.000.000.000;30/05/2024;05YM;HMFOX;EUR;566066272.00;193.8;30/05/2024;193.8;30/05/2024;;;;;;;;
LU0347592437;181240768.22;30/05/2024;20833172.47;30/05/2024;;;;;291.76;30/05/2024;;;;162.869.192.200.000;30/05/2024;;;;;;291.76;30/05/2024;291.76;30/05/2024;30/05/2024;20833172.47;30/05/2024;;;162.869.192.200.000;30/05/2024;05ZH;KJFB6;CZK;181240768.22;291.76;30/05/2024;291.76;30/05/2024;;;;;;;;
LU0347592353;181240768.22;30/05/2024;17341507.60;23/02/2024;;;;;112.484;23/02/2024;;;;154.168.627.400.000;23/02/2024;;;;;;112.484;23/02/2024;112.484;23/02/2024;30/05/2024;17341507.60;23/02/2024;;;154.168.627.400.000;23/02/2024;05ZI;KJFB6;USD;181240768.22;112.484;23/02/2024;112.484;23/02/2024;;;;;;;;
LU0347592270;2878336489.21;30/05/2024;25345520.99;30/05/2024;;;;;887.3;30/05/2024;;;;2.856.400.000.000;30/05/2024;;;;;;887.3;30/05/2024;887.3;30/05/2024;30/05/2024;25345520.99;30/05/2024;;;2.856.400.000.000;30/05/2024;05ZJ;04FOE;EUR;2878336489.21;887.3;30/05/2024;1.498.381;30/05/2024;;;;;;;;
LU0347592270;742040300.00;30/04/2024;169683715.90;29/05/2024;;;;;193.728;30/05/2024;;;;4.541.200.000.000;29/05/2024;;;;;;193.728;30/05/2024;193.728;30/05/2024;30/04/2024;169683715.90;29/05/2024;;;4.541.200.000.000;29/05/2024;05ZP;05FFZP;USD;742040300.00;193.728;30/05/2024;193.728;30/05/2024;;;;;;;;
LU0347592197;222173248.24;30/05/2024;7112485.30;30/05/2024;;;;;623.449;30/05/2024;;;;108.044.000.000.000;30/05/2024;;;;;;623.449;30/05/2024;623.449;30/05/2024;30/05/2024;7112485.30;30/05/2024;;;108.044.000.000.000;30/05/2024;05ZQ;MUFG0;GBP;222173248.24;623.449;30/05/2024;623.449;30/05/2024;;;;;;;;
LU0347591975;419770375.70;30/05/2024;112820187.12;30/05/2024;;;;;35.504;30/05/2024;;;;317.767.600.000.000;30/05/2024;;;;;;35.504;30/05/2024;35.504;30/05/2024;30/05/2024;112820187.12;30/05/2024;;;317.767.600.000.000;30/05/2024;05ZR;NCFF7;GBP;419770375.70;35.504;30/05/2024;35.504;30/05/2024;;;;;;;;
LU0332859064;1516877248.91;30/05/2024;407181307.44;30/05/2024;;;;;;;145.396;30/05/2024;;2.800.504.493.800.000;30/05/2024;;;;;;145.396;30/05/2024;145.396;30/05/2024;30/05/2024;407181307.44;30/05/2024;;;2.800.504.493.800.000;30/05/2024;05ZY;NOFK3;GBP;1516877248.91;145.396;30/05/2024;145.396;30/05/2024;;;;;;;;
LU0332401552;1516877248.91;30/05/2024;;;;;;;123.253;11/09/2019;;;;4.455.258.400.000.000;11/09/2019;;;;;;123.253;11/09/2019;123.253;11/09/2019;30/05/2024;;;;;4.455.258.400.000.000;11/09/2019;05ZZ;NOFK3;USD;1516877248.91;123.253;11/09/2019;123.253;11/09/2019;;;;;;;;
LU0332401396;1462222844.77;31/05/2024;421.19;31/05/2024;;;;;;;7.87;31/05/2024;;5.353.400.000;31/05/2024;;;;;;7.87;31/05/2024;7.87;31/05/2024;31/05/2024;421.19;31/05/2024;;;5.353.400.000;31/05/2024;060C;GFGHY;GBP;1462222844.77;7.87;31/05/2024;161.488;31/05/2024;;;;;;;;
LU0331285840;193351746.93;28/05/2024;128794946.55;31/05/2024;;;;;150.8;31/05/2024;;;;;;;;;;;150.8;31/05/2024;150.8;31/05/2024;28/05/2024;128794946.55;31/05/2024;;;;;060G;NWF92;GBP;193351746.93;150.8;31/05/2024;150.8;31/05/2024;;;;;;;;
LU0330572701;70275940.42;31/05/2024;70275940.42;31/05/2024;;;;;146.65;31/05/2024;;;;47.922.100.000.000;31/05/2024;;;;;;146.65;31/05/2024;146.65;31/05/2024;31/05/2024;70275940.42;31/05/2024;;;47.922.100.000.000;31/05/2024;062H;06F2H;EUR;70275940.42;146.65;31/05/2024;146.65;31/05/2024;;;;;;;;
LU0330568691;39820591.94;31/05/2024;39820591.94;31/05/2024;;;;;124.75;31/05/2024;;;;31.919.700.000.000;31/05/2024;;;;;;124.75;31/05/2024;124.75;31/05/2024;31/05/2024;39820591.94;31/05/2024;;;31.919.700.000.000;31/05/2024;062I;06F2I;EUR;39820591.94;124.75;31/05/2024;133.445;31/05/2024;;;;;;;;
LU0330567537;52655848.69;31/05/2024;52655848.69;31/05/2024;;;;;163.59;31/05/2024;;;;32.188.400.000.000;31/05/2024;;;;;;163.59;31/05/2024;163.59;31/05/2024;31/05/2024;52655848.69;31/05/2024;;;32.188.400.000.000;31/05/2024;062J;06F2J;EUR;52655848.69;163.59;31/05/2024;1.677.584;31/05/2024;;;;;;;;
LU0330557819;79881647.70;31/05/2024;79881647.70;31/05/2024;;;;;171.38;31/05/2024;;;;46.610.100.000.000;31/05/2024;;;;;;171.38;31/05/2024;171.38;31/05/2024;31/05/2024;79881647.70;31/05/2024;;;46.610.100.000.000;31/05/2024;062L;06F2L;EUR;79881647.70;171.38;31/05/2024;1.746.938;31/05/2024;;;;;;;;
LU0330276485;38850122.34;31/05/2024;38850122.34;31/05/2024;;;;;133.53;31/05/2024;;;;29.095.400.000.000;31/05/2024;;;;;;133.53;31/05/2024;133.53;31/05/2024;31/05/2024;38850122.34;31/05/2024;;;29.095.400.000.000;31/05/2024;062N;06F2N;EUR;38850122.34;133.53;31/05/2024;1.467.712;31/05/2024;;;;;;;;
LU0330276303;2496834218.09;30/05/2024;223686.79;30/05/2024;;;;;18.79;30/05/2024;;;;1.190.348.000.000;30/05/2024;;;;;;18.79;30/05/2024;18.79;30/05/2024;30/05/2024;223686.79;30/05/2024;;;1.190.348.000.000;30/05/2024;064E;05FFT;USD;2496834218.09;18.79;30/05/2024;18.79;30/05/2024;;;;;;;;
LU0330276139;2496834218.09;30/05/2024;1113070.63;30/05/2024;;;;;11.29;30/05/2024;;;;9.859.906.000.000;30/05/2024;;;;;;11.29;30/05/2024;11.29;30/05/2024;30/05/2024;1113070.63;30/05/2024;;;9.859.906.000.000;30/05/2024;064F;05FFT;USD;2496834218.09;11.29;30/05/2024;181.761;30/05/2024;;;;;;;;
LU0329668023;2496834218.09;30/05/2024;2006955.92;30/05/2024;;;;;11.22;30/05/2024;;;;17.886.373.000.000;30/05/2024;;;;;;11.22;30/05/2024;11.22;30/05/2024;30/05/2024;2006955.92;30/05/2024;;;17.886.373.000.000;30/05/2024;064G;05FFT;USD;2496834218.09;11.22;30/05/2024;182.279;30/05/2024;;;;;;;;
LU0329445315;2496834218.09;30/05/2024;652270.94;30/05/2024;;;;;15.7;30/05/2024;;;;4.154.706.000.000;30/05/2024;;;;;;15.7;30/05/2024;15.7;30/05/2024;30/05/2024;652270.94;30/05/2024;;;4.154.706.000.000;30/05/2024;064H;05FFT;GBP;2496834218.09;15.7;30/05/2024;15.7;30/05/2024;;;;;;;;
LU0329442304;2496834218.09;30/05/2024;1605406.30;30/05/2024;;;;;16.87;30/05/2024;;;;9.518.700.000.000;30/05/2024;;;;;;16.87;30/05/2024;16.87;30/05/2024;30/05/2024;1605406.30;30/05/2024;;;9.518.700.000.000;30/05/2024;064I;05FFT;GBP;2496834218.09;16.87;30/05/2024;16.87;30/05/2024;;;;;;;;
LU0329442304;24955119.76;30/05/2024;7029744.07;31/05/2024;;;;;20.72;31/05/2024;;;;33.928.503.200.000;31/05/2024;;;;;;20.72;31/05/2024;20.72;31/05/2024;30/05/2024;7029744.07;31/05/2024;;;33.928.503.200.000;31/05/2024;06NL;06FNL;EUR;24955119.76;20.72;31/05/2024;20.72;31/05/2024;;;;;;;;
LU0329440605;24955119.76;30/05/2024;5213741.68;31/05/2024;;;;;12.85;31/05/2024;;;;40.587.319.000.000;31/05/2024;;;;;;12.85;31/05/2024;12.85;31/05/2024;30/05/2024;5213741.68;31/05/2024;;;40.587.319.000.000;31/05/2024;06NM;06FNL;EUR;24955119.76;12.85;31/05/2024;206.594;31/05/2024;;;;;;;;
LU0328540280;24955119.76;30/05/2024;3072029.13;31/05/2024;;;;;23.36;31/05/2024;;;;13.148.594.100.000;31/05/2024;;;;;;23.36;31/05/2024;23.36;31/05/2024;30/05/2024;3072029.13;31/05/2024;;;13.148.594.100.000;31/05/2024;06NN;06FNL;EUR;24955119.76;23.36;31/05/2024;23.36;31/05/2024;;;;;;;;
LU0328540108;24955119.76;30/05/2024;5979120.60;31/05/2024;;;;;18.82;31/05/2024;;;;31.777.522.700.000;31/05/2024;;;;;;18.82;31/05/2024;18.82;31/05/2024;30/05/2024;5979120.60;31/05/2024;;;31.777.522.700.000;31/05/2024;06NO;06FNL;EUR;24955119.76;18.82;31/05/2024;18.82;31/05/2024;;;;;;;;
LU0328540017;472137934.64;31/05/2024;36064.08;31/05/2024;;;;;2.266.969;31/05/2024;;;31/05/2024;15.908.500.000;31/05/2024;982.076.021.300.000;;;;;2.266.969;31/05/2024;2.266.969;31/05/2024;31/05/2024;36064.08;31/05/2024;982.076.021.300.000;31/05/2024;15.908.500.000;31/05/2024;06O6;VPGDK;PLN;472137934.64;2.266.969;31/05/2024;2.266.969;31/05/2024;;;;;;;;
LU0324372738;1374002501.97;31/05/2024;503572.69;31/05/2024;;;;;447.743;31/05/2024;;;31/05/2024;1.124.692.000.000;31/05/2024;13.151.684.207.300.000;;;;;447.743;31/05/2024;447.743;31/05/2024;31/05/2024;503572.69;31/05/2024;13.151.684.207.300.000;31/05/2024;1.124.692.000.000;31/05/2024;06O8;I5FK3;PLN;1374002501.97;447.743;31/05/2024;447.743;31/05/2024;;;;;;;;
LU0321869041;87948129.05;31/05/2024;;;;;;;329.57;31/05/2024;;;;;;;;;;;329.57;31/05/2024;329.57;31/05/2024;31/05/2024;;;;;;;06ON;BPFM7;EUR;87948129.05;329.57;31/05/2024;329.57;31/05/2024;;;;;;;;
LU0319688957;54084120.80;31/05/2024;;;;;;;233.58;31/05/2024;;;;;;;;;;;233.58;31/05/2024;233.58;31/05/2024;31/05/2024;;;;;;;06OO;BPFM9;EUR;54084120.80;233.58;31/05/2024;233.58;31/05/2024;;;;;;;;
LU0319688874;267287825.78;31/05/2024;;;;;;;231.43;31/05/2024;;;;;;;;;;;231.43;31/05/2024;231.43;31/05/2024;31/05/2024;;;;;;;06OP;BPFN7;EUR;267287825.78;231.43;31/05/2024;231.43;31/05/2024;;;;;;;;
LU0319688791;73225610.44;29/05/2024;13341957.66;29/05/2024;130.35;29/05/2024;134.26;29/05/2024;;;;;;10.235.500.000.000;29/05/2024;;130.35;29/05/2024;134.26;29/05/2024;130.35;29/05/2024;130.35;29/05/2024;29/05/2024;13341957.66;29/05/2024;;;10.235.500.000.000;29/05/2024;06PC;06FPC;EUR;73225610.44;;;130.35;29/05/2024;;;;;;;;
LU0319688445;41676890.97;30/05/2024;41676890.97;30/05/2024;;;;;198.46;30/05/2024;;;;21.000.600.000.000;30/05/2024;;;;;;198.46;30/05/2024;198.46;30/05/2024;30/05/2024;41676890.97;30/05/2024;;;21.000.600.000.000;30/05/2024;06PE;06FPE;EUR;41676890.97;198.46;30/05/2024;1.999.985;30/05/2024;;;;;;;;
LU0319688361;852230000.00;30/04/2024;1150521.60;30/05/2024;;;;;116.64;31/05/2024;;;;986.956.800.000;30/05/2024;;;;;;116.64;31/05/2024;116.64;31/05/2024;30/04/2024;1150521.60;30/05/2024;;;986.956.800.000;30/05/2024;06PZ;GEECB;EUR;852230000.00;116.64;31/05/2024;116.64;31/05/2024;;;;;;;;
LU0319688361;986440000.00;30/04/2024;;;;;;;334.05;30/05/2024;;;;;;;;;;;334.05;30/05/2024;334.05;30/05/2024;30/04/2024;;;;;;;06Q4;01F5C;GBP;986440000.00;334.05;30/05/2024;334.05;30/05/2024;;;;;;;;
LU0319688288;;;;;;;;;2.17;31/05/2024;;;;;;;;;;;2.17;31/05/2024;2.17;31/05/2024;;;;;;;;06Q6;06FQ5;GBP;;2.17;31/05/2024;2.17;31/05/2024;;;;;;;;
LU0319688288;1880371286.63;31/05/2024;78598175.93;31/05/2024;;;;;;;148.16;31/05/2024;;53.048.012.125.000;31/05/2024;;;;;;148.16;31/05/2024;148.16;31/05/2024;31/05/2024;78598175.93;31/05/2024;;;53.048.012.125.000;31/05/2024;06Q7;PUF47;EUR;1880371286.63;148.16;31/05/2024;2.526.142;31/05/2024;;;;;;;;
LU0319688015;1620870969.11;30/05/2024;;;;;;;;;192;30/05/2024;;;;;;;;;192;30/05/2024;192;30/05/2024;30/05/2024;;;;;;;06QW;06FQW;USD;1620870969.11;192;30/05/2024;192;30/05/2024;;;;;;;;
LU0319688015;1620870969.11;30/05/2024;;;;;;;;;157.04;30/05/2024;;;;;;;;;157.04;30/05/2024;157.04;30/05/2024;30/05/2024;;;;;;;06QX;06FQW;EUR;1620870969.11;157.04;30/05/2024;157.04;30/05/2024;;;;;;;;
LU0319687710;1620870969.11;30/05/2024;;;;;;;105.65;07/02/2012;;;;;;;;;;;105.65;07/02/2012;105.65;07/02/2012;30/05/2024;;;;;;;06QY;06FQW;GBP;1620870969.11;105.65;07/02/2012;105.65;07/02/2012;;;;;;;;
LU0319687637;1620870969.11;30/05/2024;;;;;;;;;170.36;30/05/2024;;;;;;;;;170.36;30/05/2024;170.36;30/05/2024;30/05/2024;;;;;;;06QZ;06FQW;USD;1620870969.11;170.36;30/05/2024;170.36;30/05/2024;;;;;;;;
LU0319687637;1620870969.11;30/05/2024;;;;;;;;;140.73;30/05/2024;;;;;;;;;140.73;30/05/2024;140.73;30/05/2024;30/05/2024;;;;;;;06R0;06FQW;EUR;1620870969.11;140.73;30/05/2024;140.73;30/05/2024;;;;;;;;
LU0319687553;1620870969.11;30/05/2024;;;;;;;;;190.57;30/05/2024;;;;;;;;;190.57;30/05/2024;190.57;30/05/2024;30/05/2024;;;;;;;06R4;06FQW;USD;1620870969.11;190.57;30/05/2024;190.57;30/05/2024;;;;;;;;
LU0319687470;1620870969.11;30/05/2024;;;;;;;;;151.2;30/05/2024;;;;;;;;;151.2;30/05/2024;151.2;30/05/2024;30/05/2024;;;;;;;06R5;06FQW;EUR;1620870969.11;151.2;30/05/2024;151.2;30/05/2024;;;;;;;;
LU0319687397;1620870969.11;30/05/2024;;;;;;;;;165.99;30/05/2024;;;;;;;;;165.99;30/05/2024;165.99;30/05/2024;30/05/2024;;;;;;;06R6;06FQW;GBP;1620870969.11;165.99;30/05/2024;165.99;30/05/2024;;;;;;;;
LU0319687124;1482951371.73;30/05/2024;299214225.85;30/05/2024;;;;;23.47;30/05/2024;;;;1.274.711.717.000.000;30/05/2024;;;;;;23.47;30/05/2024;23.47;30/05/2024;30/05/2024;299214225.85;30/05/2024;;;1.274.711.717.000.000;30/05/2024;06R7;06FR7;USD;1482951371.73;23.47;30/05/2024;23.47;30/05/2024;;;;;;;;
LU0319686829;1482951371.73;30/05/2024;92113305.73;30/05/2024;;;;;13.45;30/05/2024;;;;684.706.321.000.000;30/05/2024;;;;;;13.45;30/05/2024;13.45;30/05/2024;30/05/2024;92113305.73;30/05/2024;;;684.706.321.000.000;30/05/2024;06R8;06FR7;USD;1482951371.73;13.45;30/05/2024;234.124;30/05/2024;;;;;;;;
LU0319686159;1482951371.73;30/05/2024;15441.89;30/05/2024;;;;;20.65;30/05/2024;;;;74.761.000.000;30/05/2024;;;;;;20.65;30/05/2024;20.65;30/05/2024;30/05/2024;15441.89;30/05/2024;;;74.761.000.000;30/05/2024;06R9;06FR7;USD;1482951371.73;20.65;30/05/2024;20.65;30/05/2024;;;;;;;;
LU0319686159;1482951371.73;30/05/2024;43121.28;30/05/2024;;;;;13.4;30/05/2024;;;;321.718.000.000;30/05/2024;;;;;;13.4;30/05/2024;13.4;30/05/2024;30/05/2024;43121.28;30/05/2024;;;321.718.000.000;30/05/2024;06RA;06FR7;USD;1482951371.73;13.4;30/05/2024;204.946;30/05/2024;;;;;;;;
LU0319686076;1482951371.73;30/05/2024;64337526.85;30/05/2024;;;;;22.15;30/05/2024;;;;290.425.236.000.000;30/05/2024;;;;;;22.15;30/05/2024;22.15;30/05/2024;30/05/2024;64337526.85;30/05/2024;;;290.425.236.000.000;30/05/2024;06RB;06FR7;USD;1482951371.73;22.15;30/05/2024;22.15;30/05/2024;;;;;;;;
LU0319686076;1482951371.73;30/05/2024;290286785.27;30/05/2024;;;;;25.18;30/05/2024;;;;1.153.041.849.000.000;30/05/2024;;;;;;25.18;30/05/2024;25.18;30/05/2024;30/05/2024;290286785.27;30/05/2024;;;1.153.041.849.000.000;30/05/2024;06RC;06FR7;USD;1482951371.73;25.18;30/05/2024;25.18;30/05/2024;;;;;;;;
LU0319685854;1482951371.73;30/05/2024;15852491.77;30/05/2024;;;;;27.61;30/05/2024;;;;57.405.971.000.000;30/05/2024;;;;;;27.61;30/05/2024;27.61;30/05/2024;30/05/2024;15852491.77;30/05/2024;;;57.405.971.000.000;30/05/2024;06RD;06FR7;USD;1482951371.73;27.61;30/05/2024;27.61;30/05/2024;;;;;;;;
LU0319685854;1482951371.73;30/05/2024;285920343.38;30/05/2024;;;;;25.87;30/05/2024;;;;1.105.406.440.000.000;30/05/2024;;;;;;25.87;30/05/2024;25.87;30/05/2024;30/05/2024;285920343.38;30/05/2024;;;1.105.406.440.000.000;30/05/2024;06RE;06FR7;USD;1482951371.73;25.87;30/05/2024;25.87;30/05/2024;;;;;;;;
LU0319685342;1482951371.73;30/05/2024;16792861.61;30/05/2024;;;;;19.55;30/05/2024;;;;85.888.009.000.000;30/05/2024;;;;;;19.55;30/05/2024;19.55;30/05/2024;30/05/2024;16792861.61;30/05/2024;;;85.888.009.000.000;30/05/2024;06RF;06FR7;EUR;1482951371.73;19.55;30/05/2024;19.55;30/05/2024;;;;;;;;
LU0319685342;1482951371.73;30/05/2024;318603.60;30/05/2024;;;;;21.39;30/05/2024;;;;1.489.503.000.000;30/05/2024;;;;;;21.39;30/05/2024;21.39;30/05/2024;30/05/2024;318603.60;30/05/2024;;;1.489.503.000.000;30/05/2024;06RG;06FR7;GBP;1482951371.73;21.39;30/05/2024;21.39;30/05/2024;;;;;;;;
LU0318933214;1482951371.73;30/05/2024;6594207.47;30/05/2024;;;;;13.02;30/05/2024;;;;50.629.030.000.000;30/05/2024;;;;;;13.02;30/05/2024;13.02;30/05/2024;30/05/2024;6594207.47;30/05/2024;;;50.629.030.000.000;30/05/2024;06RH;06FR7;EUR;1482951371.73;13.02;30/05/2024;194.181;30/05/2024;;;;;;;;
